index,Publishing Year,Book Name,Author,language_code,Author_Rating,Book_average_rating,Book_ratings_count,genre,gross sales,publisher revenue,sale price,sales rank,Publisher ,units sold
1002,14-06-1905,The Tale of the Body Thief,Anne Rice,en-US,Intermediate,3.7,67267,fiction,214.92,128.952,1.99,1186,HarperCollins Publishers,108
1003,27-06-1905,The Camel Club,David Baldacci,eng,Excellent,4.02,58973,nonfiction,139.32,83.592,1.29,1187,"Amazon Digital Services,  Inc.",108
1004,28-06-1905,Saving The World and Other Extreme Sports,James Patterson,en-US,Excellent,4.16,75436,genre fiction,748.44,449.064,6.93,1190,Hachette Book Group,108
1005,18-06-1905,Blood of the Fold,Terry Goodkind,en-US,Intermediate,3.98,60624,genre fiction,106.92,64.152,0.99,1192,"Amazon Digital Services,  Inc.",108
1006,28-06-1905,The Boleyn Inheritance,Philippa Gregory,eng,Intermediate,3.84,62135,genre fiction,646.92,388.152,5.99,1193,Hachette Book Group,108
1007,07-07-1905,A Spool of Blue Thread,Anne Tyler,eng,Novice,3.4,42339,genre fiction,1186.92,712.152,10.99,1194,Penguin Group (USA) LLC,108
1008,08-07-1905,The Underground Railroad,Colson Whitehead,eng,Excellent,4.04,72052,genre fiction,538.92,0,4.99,1195,"Amazon Digital Services,  Inc.",108
1009,29-06-1905,Masquerade,Melissa de la Cruz,en-US,Intermediate,3.91,76598,genre fiction,106.92,64.152,0.99,1196,"Amazon Digital Services,  Inc.",108
1010,03-07-1905,The Iron Queen,Julie Kagawa,eng,Excellent,4.24,82373,nonfiction,430.92,0,3.99,1196,"Amazon Digital Services,  Inc.",108
1011,04-07-1905,Losing It,Cora Carmack,eng,Intermediate,3.77,84438,genre fiction,538.92,323.352,4.99,1197,HarperCollins Publishers,108
1012,04-07-1905,The Racketeer,John Grisham,,Intermediate,3.79,48286,genre fiction,322.92,193.752,2.99,1198,"Amazon Digital Services,  Inc.",108
1013,21-06-1905,Disgrace,J.M. Coetzee,eng,Intermediate,3.83,50422,fiction,1078.92,647.352,9.99,1198,Random House LLC,108
1014,11-04-1905,The House at Pooh Corner,"A.A. Milne, Ernest H. Shepard",en-US,Excellent,4.36,69102,genre fiction,214.92,0,1.99,1199,"Amazon Digital Services,  Inc.",108
1015,02-07-1905,The Black Prism,Brent Weeks,en-US,Excellent,4.24,58906,genre fiction,430.92,0,3.99,1199,"Amazon Digital Services,  Inc.",108
1016,26-06-1905,The Mermaid Chair,Sue Monk Kidd,eng,Novice,3.1,62760,genre fiction,322.92,0,2.99,1199,"Amazon Digital Services,  Inc.",108
1017,23-05-1905,Frog and Toad Are Friends,Arnold Lobel,eng,Excellent,4.18,70119,nonfiction,322.92,193.752,2.99,1200,HarperCollins Publishers,108
1018,24-06-1905,The Carnivorous Carnival,"Lemony Snicket, Brett Helquist",en-US,Intermediate,3.97,83981,genre fiction,105.93,0,0.99,1201,"Amazon Digital Services,  Inc.",107
1019,02-07-1905,Heist Society,Ally Carter,en-US,Intermediate,3.91,75834,genre fiction,854.93,512.958,7.99,1201,Random House LLC,107
1020,08-07-1905,Behind Closed Doors,B.A. Paris,eng,Intermediate,3.93,57865,fiction,919.13,551.478,8.59,1201,Penguin Group (USA) LLC,107
1021,27-05-1905,The Killer Angels,Michael Shaara,en-US,Excellent,4.3,58372,nonfiction,105.93,63.558,0.99,1203,"Amazon Digital Services,  Inc.",107
1022,17-06-1905,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",Laurell K. Hamilton,en-US,Excellent,4.16,73883,fiction,426.93,256.158,3.99,1206,Penguin Group (USA) LLC,107
1023,28-06-1905,Ptolemy's Gate,Jonathan Stroud,eng,Excellent,4.24,63838,genre fiction,1272.23,763.338,11.89,1207,HarperCollins Publishers,107
1024,10-03-1905,The Island of Dr. Moreau,H.G. Wells,eng,Intermediate,3.72,60346,genre fiction,640.93,0,5.99,1212,"Amazon Digital Services,  Inc.",107
1025,04-07-1905,Opal,Jennifer L. Armentrout,,Excellent,4.34,92014,genre fiction,105.93,0,0.99,1213,"Amazon Digital Services,  Inc.",107
1026,30-06-1905,Zeitoun,Dave Eggers,,Excellent,4.08,55398,genre fiction,408.74,0,3.82,1214,"Amazon Digital Services,  Inc.",107
1027,02-07-1905,Out of My Mind,Sharon M. Draper,en-US,Excellent,4.37,63756,nonfiction,319.93,0,2.99,1215,"Amazon Digital Services,  Inc.",107
1028,04-07-1905,Rapture,Lauren Kate,eng,Excellent,4.03,79360,nonfiction,1282.93,769.758,11.99,1216,Random House LLC,107
1029,02-07-1905,Switched,Amanda Hocking,eng,Intermediate,3.89,45319,genre fiction,640.93,384.558,5.99,1217,Macmillan,107
1030,10-05-1905,Ð”Ð¾ÐºÑ‚Ð¾Ñ€ Ð–Ð¸Ð²Ð°Ð³Ð¾,"Boris Pasternak, Max Hayward, Manya Harari, John Bayley",eng,Excellent,4.03,59973,fiction,854.93,512.958,7.99,1217,HarperCollins Publishers,107
1031,07-07-1905,,Colleen Hoover,en-GB,Excellent,4.25,72611,nonfiction,1175.93,705.558,10.99,1218,"Amazon Digital Services,  Inc.",107
1032,04-07-1905,Pines,Blake Crouch,,Intermediate,3.88,34789,genre fiction,105.93,0,0.99,1218,"Amazon Digital Services,  Inc.",107
1033,16-06-1905,Disclosure,Michael Crichton,,Intermediate,3.76,57818,genre fiction,854.93,512.958,7.99,1219,Random House LLC,107
1034,04-07-1905,Death Comes to Pemberley,P.D. James,eng,Novice,3.21,65906,genre fiction,426.93,256.158,3.99,1220,"Amazon Digital Services,  Inc.",107
1035,25-03-1905,Ethan Frome,Edith Wharton,eng,Novice,3.35,72421,nonfiction,405.53,243.318,3.79,1222,HarperCollins Publishers,107
1036,14-06-1905,A Map of the World,"Jane Hamilton, Frank  Muller, C.J. Critt",en-GB,Intermediate,3.78,61347,genre fiction,324.21,194.526,3.03,1223,"Amazon Digital Services,  Inc.",107
1037,08-07-1905,It Ends with Us,Colleen Hoover,eng,Famous,4.44,80433,fiction,747.93,448.758,6.99,1223,Penguin Group (USA) LLC,107
1038,19-03-1905,The Gift of the Magi,"O. Henry, Lisbeth Zwerger",eng,Excellent,4.07,66537,nonfiction,951.23,570.738,8.89,1224,Simon and Schuster Digital Sales Inc,107
1039,21-05-1905,The Electric Kool-Aid Acid Test,Tom Wolfe,en-US,Intermediate,3.92,54848,genre fiction,319.93,0,2.99,1225,"Amazon Digital Services,  Inc.",107
1040,12-05-1905,The Naked Lunch,"William S. Burroughs, James Grauerholz, Barry  Miles",en-US,Novice,3.46,55473,genre fiction,529.65,317.79,4.95,1226,"Amazon Digital Services,  Inc.",107
1041,13-06-1905,The Sandman: Dream Country,"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson",eng,Excellent,4.28,67753,genre fiction,426.93,0,3.99,1230,"Amazon Digital Services,  Inc.",107
1042,23-06-1905,A Painted House,John Grisham,eng,Intermediate,3.67,59974,nonfiction,105.93,0,0.99,1232,"Amazon Digital Services,  Inc.",107
1043,22-05-1905,The Left Hand of Darkness,"Ursula K. Le Guin, Lech JÄ™czmyk",eng,Excellent,4.05,61888,genre fiction,822.83,493.698,7.69,1233,Random House LLC,107
1044,30-06-1905,Let It Snow: Three Holiday Romances,"John Green, Maureen Johnson, Lauren Myracle",eng,Intermediate,3.84,57632,fiction,1149.18,689.508,10.74,1235,Penguin Group (USA) LLC,107
1045,02-07-1905,"Full Dark, No Stars",Stephen King,en-US,Excellent,4.03,60672,genre fiction,640.93,384.558,5.99,1236,Random House LLC,107
1046,06-07-1905,Being Mortal: Medicine and What Matters in the End,Atul Gawande,eng,Famous,4.4,56510,genre fiction,319.93,0,2.99,1237,"Amazon Digital Services,  Inc.",107
1047,09-06-1905,Intensity,Dean Koontz,eng,Excellent,4.04,58062,genre fiction,104.94,0,0.99,1238,"Amazon Digital Services,  Inc.",106
1048,02-07-1905,Chelsea Chelsea Bang Bang,Chelsea Handler,en-US,Intermediate,3.81,55355,children,477,286.2,4.5,1241,"Amazon Digital Services,  Inc.",106
1049,21-02-1905,Et dukkehjem,"Henrik Ibsen, Michael   Meyer",eng,Intermediate,3.69,69450,genre fiction,1588.94,953.364,14.99,1243,Hachette Book Group,106
1050,12-05-1905,Hawaii,James A. Michener,en-GB,Excellent,4.18,59963,genre fiction,212,0,2,1243,"Amazon Digital Services,  Inc.",106
1051,14-05-1905,Revolutionary Road,Richard Yates,eng,Intermediate,3.89,56550,genre fiction,735.64,441.384,6.94,1244,Penguin Group (USA) LLC,106
1052,28-06-1905,Nick & Norah's Infinite Playlist,"Rachel Cohn, David Levithan",en-US,Intermediate,3.73,60372,genre fiction,846.94,508.164,7.99,1247,Random House LLC,106
1053,19-05-1905,Rosencrantz and Guildenstern are Dead,"Tom Stoppard, Henry Popkin",eng,Excellent,4.06,67077,nonfiction,1334.54,800.724,12.59,1248,Random House LLC,106
1054,03-07-1905,Forever,Maggie Stiefvater,eng,Intermediate,3.91,85034,genre fiction,827.86,496.716,7.81,1249,Penguin Group (USA) LLC,106
1055,18-06-1905,The Beach,Alex Garland,eng,Intermediate,3.91,52333,fiction,589.36,353.616,5.56,1251,Hachette Book Group,106
1056,02-07-1905,Saving CeeCee Honeycutt,"Beth Hoffman, Jenna Lamia",eng,Intermediate,3.92,54341,genre fiction,316.94,0,2.99,1253,"Amazon Digital Services,  Inc.",106
1057,04-07-1905,Deadlocked,Charlaine Harris,eng,Intermediate,3.65,65932,nonfiction,1058.94,635.364,9.99,1255,"Amazon Digital Services,  Inc.",106
1058,24-06-1905,Everything's Eventual: 14 Dark Tales,Stephen King,eng,Intermediate,3.94,60932,fiction,316.94,190.164,2.99,1255,"Amazon Digital Services,  Inc.",106
1059,08-05-1905,Beezus and Ramona,Beverly Cleary,,Intermediate,3.97,75987,genre fiction,740.94,444.564,6.99,1257,Random House LLC,106
1060,25-05-1905,The Farthest Shore,Ursula K. Le Guin,,Excellent,4.11,65626,nonfiction,210.94,0,1.99,1258,"Amazon Digital Services,  Inc.",106
1061,18-06-1905,Airframe,Michael Crichton,eng,Intermediate,3.66,59229,genre fiction,104.94,0,0.99,1263,"Amazon Digital Services,  Inc.",106
1062,04-06-1905,Magician,Raymond E. Feist,en-US,Excellent,4.17,62432,genre fiction,815.14,489.084,7.69,1265,Random House LLC,106
1063,26-06-1905,Bet Me,Jennifer Crusie,eng,Intermediate,3.95,70737,genre fiction,846.94,508.164,7.99,1266,Random House LLC,106
1064,16-06-1905,Long Walk to Freedom: The Autobiography of Nelson Mandela,Nelson Mandela,eng,Excellent,4.31,43927,genre fiction,316.94,0,2.99,1266,"Amazon Digital Services,  Inc.",106
1065,06-07-1905,Gray Mountain,John Grisham,eng,Intermediate,3.52,37379,nonfiction,104.94,62.964,0.99,1268,"Amazon Digital Services,  Inc.",106
1066,11-06-1905,The Power of One,Bryce Courtenay,eng,Excellent,4.34,57312,genre fiction,846.94,508.164,7.99,1270,Random House LLC,106
1067,13-04-1905,The Maltese Falcon,Dashiell Hammett,eng,Intermediate,3.92,58742,genre fiction,846.94,508.164,7.99,1271,Hachette Book Group,106
1068,03-07-1905,Night Road,Kristin Hannah,en-US,Excellent,4.17,58028,genre fiction,104.94,62.964,0.99,1272,"Amazon Digital Services,  Inc.",106
1069,21-06-1905,Tripwire,Lee Child,eng,Excellent,4.07,55251,genre fiction,316.94,0,2.99,1273,"Amazon Digital Services,  Inc.",106
